file	theorem	facts
GeoTopBase0_geotop_bary_lin_inj_image_hull_eq.p	GeoTopBase0.geotop_bary_lin_inj_image_hull_eq	64
GeoTopBase0_geotop_bary_lin_image_subset_hull.p	GeoTopBase0.geotop_bary_lin_image_subset_hull	64
GeoTopBase0_geotop_bK_covers_0_simplex_helper.p	GeoTopBase0.geotop_bK_covers_0_simplex_helper	64
GeoTopBase_metric_compact_family_inter_closed.p	GeoTopBase.metric_compact_family_inter_closed	64
GeoTopBase_geotop_simplex_dim_ge_2_has_2_face.p	GeoTopBase.geotop_simplex_dim_ge_2_has_2_face	64
GeoTopBase_geotop_general_position_subset_aux.p	GeoTopBase.geotop_general_position_subset_aux	64
GeoTopBase_geotop_closed_segment_is_face_self.p	GeoTopBase.geotop_closed_segment_is_face_self	64
GeoTopBase_finite_Union_closed_empty_interior.p	GeoTopBase.finite_Union_closed_empty_interior	64
GeoTopBase_closedin_on_geotop_UNIV_iff_closed.p	GeoTopBase.closedin_on_geotop_UNIV_iff_closed	64
GeoTop_real_interval_delete_component_closure.p	GeoTop.real_interval_delete_component_closure	64
GeoTop_Prefix_polygon_homeomorphic_S1_helper.p	GeoTop_Prefix.polygon_homeomorphic_S1_helper	64
GeoTopBase0_geotop_order_complex_face_closed.p	GeoTopBase0.geotop_order_complex_face_closed	64
GeoTopBase0_geotop_complex_polyhedron_closed.p	GeoTopBase0.geotop_complex_polyhedron_closed	64
GeoTopBase0_geotop_complex_barycenter_inj_on.p	GeoTopBase0.geotop_complex_barycenter_inj_on	64
GeoTopBase0_geotop_common_subdivision_finite.p	GeoTopBase0.geotop_common_subdivision_finite	64
GeoTopBase0_geotop_cell_barycenter_singleton.p	GeoTopBase0.geotop_cell_barycenter_singleton	64
GeoTopBase0_geotop_barycenter_to_point_bound.p	GeoTopBase0.geotop_barycenter_to_point_bound	64
GeoTopBase0_geotop_bary_lin_inj_preserves_ai.p	GeoTopBase0.geotop_bary_lin_inj_preserves_ai	64
GeoTopBase0_geotop_K_carriers_of_barycenters.p	GeoTopBase0.geotop_K_carriers_of_barycenters	64
GeoTopBase_top1_path_connected_on_HOL_convex.p	GeoTopBase.top1_path_connected_on_HOL_convex	64
GeoTopBase_homeomorphism_UNIV_image_interior.p	GeoTopBase.homeomorphism_UNIV_image_interior	64
GeoTopBase_homeomorphism_UNIV_image_frontier.p	GeoTopBase.homeomorphism_UNIV_image_frontier	64
GeoTopBase_geotop_subdivide_edge_v1_notin_el.p	GeoTopBase.geotop_subdivide_edge_v1_notin_el	64
GeoTopBase_geotop_subdivide_edge_v0_notin_er.p	GeoTopBase.geotop_subdivide_edge_v0_notin_er	64
GeoTopBase_geotop_subdivide_edge_face_closed.p	GeoTopBase.geotop_subdivide_edge_face_closed	64
GeoTopBase_geotop_subdivide_edge_el_inter_er.p	GeoTopBase.geotop_subdivide_edge_el_inter_er	64
GeoTopBase_geotop_singleton_simplex_vertices.p	GeoTopBase.geotop_singleton_simplex_vertices	64
GeoTopBase_geotop_simplex_dim_imp_is_simplex.p	GeoTopBase.geotop_simplex_dim_imp_is_simplex	64
GeoTopBase_geotop_nbhd_set_open_in_euclidean.p	GeoTopBase.geotop_nbhd_set_open_in_euclidean	64
GeoTopBase_geotop_broken_line_finite_witness.p	GeoTopBase.geotop_broken_line_finite_witness	64
GeoTopBase_geotop_1dim_complex_simp_dim_le_1.p	GeoTopBase.geotop_1dim_complex_simp_dim_le_1	64
GeoTopBase_closure_on_geotop_UNIV_eq_closure.p	GeoTopBase.closure_on_geotop_UNIV_eq_closure	64
GeoTopBase_Theorem_GT_4_invariance_of_domain.p	GeoTopBase.Theorem_GT_4_invariance_of_domain	64
GeoTop_Prefix_geotop_bounded_R2_iff_bounded.p	GeoTop_Prefix.geotop_bounded_R2_iff_bounded	64
GeoTop_Prefix_broken_line_make_two_vertices.p	GeoTop_Prefix.broken_line_make_two_vertices	64
GeoTopBase0_geotop_order_complex_polyhedron.p	GeoTopBase0.geotop_order_complex_polyhedron	64
GeoTopBase0_geotop_order_complex_is_complex.p	GeoTopBase0.geotop_order_complex_is_complex	64
GeoTopBase0_geotop_is_simplex_compact_early.p	GeoTopBase0.geotop_is_simplex_compact_early	64
GeoTopBase0_geotop_diameter_norm_nonneg_bdd.p	GeoTopBase0.geotop_diameter_norm_nonneg_bdd	64
GeoTopBase0_geotop_diameter_ge_HOL_diameter.p	GeoTopBase0.geotop_diameter_ge_HOL_diameter	64
GeoTopBase0_geotop_complex_simplex_nonempty.p	GeoTopBase0.geotop_complex_simplex_nonempty	64
GeoTopBase0_geotop_chain_simplex_strip_last.p	GeoTopBase0.geotop_chain_simplex_strip_last	64
GeoTopBase0_geotop_chain_simplex_is_simplex.p	GeoTopBase0.geotop_chain_simplex_is_simplex	64
GeoTopBase0_geotop_chain_barycenters_in_top.p	GeoTopBase0.geotop_chain_barycenters_in_top	64
GeoTopBase0_geotop_cell_flag_barycenter_inj.p	GeoTopBase0.geotop_cell_flag_barycenter_inj	64
GeoTopBase0_geotop_K_carrier_contains_point.p	GeoTopBase0.geotop_K_carrier_contains_point	64
GeoTopBase_homeomorphism_UNIV_image_closure.p	GeoTopBase.homeomorphism_UNIV_image_closure	64
GeoTopBase_geotop_subdivide_edge_inter_face.p	GeoTopBase.geotop_subdivide_edge_inter_face	64
GeoTopBase_geotop_segment_eq_closed_segment.p	GeoTopBase.geotop_segment_eq_closed_segment	64
GeoTopBase_geotop_is_complex_locally_finite.p	GeoTopBase.geotop_is_complex_locally_finite	64
GeoTopBase_geotop_frontier_UNIV_eq_frontier.p	GeoTopBase.geotop_frontier_UNIV_eq_frontier	64
GeoTopBase_geotop_complex_subset_is_complex.p	GeoTopBase.geotop_complex_subset_is_complex	64
GeoTopBase_geotop_closed_segment_is_simplex.p	GeoTopBase.geotop_closed_segment_is_simplex	64
GeoTopBase_geotop_broken_line_arc_reduction.p	GeoTopBase.geotop_broken_line_arc_reduction	64
GeoTopBase_geotop_HOL_arc_imp_geotop_is_arc.p	GeoTopBase.geotop_HOL_arc_imp_geotop_is_arc	64
GeoTop_components_real_complement_singleton.p	GeoTop.components_real_complement_singleton	64
GeoTop_affine_dim_1_distinct_meet_singleton.p	GeoTop.affine_dim_1_distinct_meet_singleton	64
GeoTop_Prefix_R2_to_S2_geotop_arc_top1_arc.p	GeoTop_Prefix.R2_to_S2_geotop_arc_top1_arc	64
GeoTopBase0_top1_ball_on_UNIV_norm_eq_ball.p	GeoTopBase0.top1_ball_on_UNIV_norm_eq_ball	64
GeoTopBase0_geotop_simplex_vertices_unique.p	GeoTopBase0.geotop_simplex_vertices_unique	64
GeoTopBase0_geotop_simplex_vertices_subset.p	GeoTopBase0.geotop_simplex_vertices_subset	64
GeoTopBase0_geotop_simplex_diameter_nonneg.p	GeoTopBase0.geotop_simplex_diameter_nonneg	64
GeoTopBase0_geotop_rel_frontier_ray_unique.p	GeoTopBase0.geotop_rel_frontier_ray_unique	64
GeoTopBase0_geotop_overlay_cells_are_cells.p	GeoTopBase0.geotop_overlay_cells_are_cells	64
GeoTopBase0_geotop_open_star_inter_carrier.p	GeoTopBase0.geotop_open_star_inter_carrier	64
GeoTopBase0_geotop_iterated_Sd_Suc_refines.p	GeoTopBase0.geotop_iterated_Sd_Suc_refines	64
GeoTopBase0_geotop_flag_intersect_hull_sub.p	GeoTopBase0.geotop_flag_intersect_hull_sub	64
GeoTopBase0_geotop_complex_simplex_compact.p	GeoTopBase0.geotop_complex_simplex_compact	64
GeoTopBase0_geotop_chain_bary_rel_interior.p	GeoTopBase0.geotop_chain_bary_rel_interior	64
GeoTopBase0_geotop_cell_x_in_chain_simplex.p	GeoTopBase0.geotop_cell_x_in_chain_simplex	64
GeoTopBase0_geotop_cell_barycenter_in_cell.p	GeoTopBase0.geotop_cell_barycenter_in_cell	64
GeoTopBase0_geotop_bK_elt_simplex_vertices.p	GeoTopBase0.geotop_bK_elt_simplex_vertices	64
GeoTopBase0_geotop_ai_imp_general_position.p	GeoTopBase0.geotop_ai_imp_general_position	64
GeoTopBase0_geotop_K_carrier_subdiv_subset.p	GeoTopBase0.geotop_K_carrier_subdiv_subset	64
GeoTopBase0_geotop_K_carrier_in_polyhedron.p	GeoTopBase0.geotop_K_carrier_in_polyhedron	64
GeoTopBase_top1_homeomorphism_on_imp_cont2.p	GeoTopBase.top1_homeomorphism_on_imp_cont2	64
GeoTopBase_top1_homeomorphism_on_imp_cont1.p	GeoTopBase.top1_homeomorphism_on_imp_cont1	64
GeoTopBase_path_component_in_halfplane_pos.p	GeoTopBase.path_component_in_halfplane_pos	64
GeoTopBase_path_component_in_halfplane_neg.p	GeoTopBase.path_component_in_halfplane_neg	64
GeoTopBase_geotop_subdivide_edge_simplexes.p	GeoTopBase.geotop_subdivide_edge_simplexes	64
GeoTopBase_geotop_segment_simplex_vertices.p	GeoTopBase.geotop_segment_simplex_vertices	64
GeoTopBase_geotop_complex_subdivide_at_two.p	GeoTopBase.geotop_complex_subdivide_at_two	64
GeoTopBase_geotop_ball_avoids_finite_union.p	GeoTopBase.geotop_ball_avoids_finite_union	64
GeoTopBase_geotop_arc_preimage_is_interval.p	GeoTopBase.geotop_arc_preimage_is_interval	64
GeoTop_geotop_is_face_has_simplex_vertices.p	GeoTop.geotop_is_face_has_simplex_vertices	64
GeoTop_face_of_nonempty_imp_geotop_is_face.p	GeoTop.face_of_nonempty_imp_geotop_is_face	64
GeoTop_Prefix_theta_graph_pair_is_polygon.p	GeoTop_Prefix.theta_graph_pair_is_polygon	64
GeoTop_Prefix_theta_graph_M_decomposition.p	GeoTop_Prefix.theta_graph_M_decomposition	64
GeoTop_Prefix_polygon_interior_closure_eq.p	GeoTop_Prefix.polygon_interior_closure_eq	64
GeoTop_Prefix_polygon_exterior_closure_eq.p	GeoTop_Prefix.polygon_exterior_closure_eq	64
GeoTop_Prefix_arc_closure_interior_eq_arc.p	GeoTop_Prefix.arc_closure_interior_eq_arc	64
GeoTopBase0_geotop_simplex_dim_set_finite.p	GeoTopBase0.geotop_simplex_dim_set_finite	64
GeoTopBase0_geotop_overlay_complex_finite.p	GeoTopBase0.geotop_overlay_complex_finite	64
GeoTopBase0_geotop_diameter_le_from_pairs.p	GeoTopBase0.geotop_diameter_le_from_pairs	64
GeoTopBase0_geotop_complex_simplex_closed.p	GeoTopBase0.geotop_complex_simplex_closed	64
GeoTopBase0_geotop_complex_inter_face_HOL.p	GeoTopBase0.geotop_complex_inter_face_HOL	64
GeoTopBase0_geotop_chain_simplex_vertices.p	GeoTopBase0.geotop_chain_simplex_vertices	64
GeoTopBase0_geotop_chain_simplex_inter_eq.p	GeoTopBase0.geotop_chain_simplex_inter_eq	64
GeoTopBase0_geotop_K_carrier_rel_interior.p	GeoTopBase0.geotop_K_carrier_rel_interior	64
GeoTopBase_geotop_simplex_vertices_subset.p	GeoTopBase.geotop_simplex_vertices_subset	64
GeoTopBase_geotop_isomorphism_induces_PLH.p	GeoTopBase.geotop_isomorphism_induces_PLH	64
GeoTopBase_geotop_is_face_refl_of_simplex.p	GeoTopBase.geotop_is_face_refl_of_simplex	64
GeoTopBase_geotop_is_complex_intersection.p	GeoTopBase.geotop_is_complex_intersection	64
GeoTopBase_geotop_general_position_subset.p	GeoTopBase.geotop_general_position_subset	64
GeoTopBase_geotop_complex_point_avoidance.p	GeoTopBase.geotop_complex_point_avoidance	64
GeoTopBase_geotop_arc_homeomorphism_image.p	GeoTopBase.geotop_arc_homeomorphism_image	64
GeoTop_theta_middle_arc_unique_excludes_3.p	GeoTop.theta_middle_arc_unique_excludes_3	64
GeoTop_sphere_pair_subset_pair_complement.p	GeoTop.sphere_pair_subset_pair_complement	64
GeoTop_Prefix_simple_path_circle_path_R2.p	GeoTop_Prefix.simple_path_circle_path_R2	64
GeoTop_Prefix_polygon_simple_closed_path.p	GeoTop_Prefix.polygon_simple_closed_path	64
GeoTop_Prefix_polygon_set_interior_empty.p	GeoTop_Prefix.polygon_set_interior_empty	64
GeoTop_Prefix_polygon_interior_injective.p	GeoTop_Prefix.polygon_interior_injective	64
GeoTop_Prefix_polygon_exterior_unbounded.p	GeoTop_Prefix.polygon_exterior_unbounded	64
GeoTop_Prefix_broken_line_interior_empty.p	GeoTop_Prefix.broken_line_interior_empty	64
GeoTop_Prefix_R2_pair_homeomorphism_UNIV.p	GeoTop_Prefix.R2_pair_homeomorphism_UNIV	64
GeoTopBase0_geotop_overlay_complex_union.p	GeoTopBase0.geotop_overlay_complex_union	64
GeoTopBase0_geotop_order_complex_refines.p	GeoTopBase0.geotop_order_complex_refines	64
GeoTopBase0_geotop_linear_on_sub_simplex.p	GeoTopBase0.geotop_linear_on_sub_simplex	64
GeoTopBase0_geotop_general_position_mono.p	GeoTopBase0.geotop_general_position_mono	64
GeoTopBase0_geotop_convex_iff_HOL_convex.p	GeoTopBase0.geotop_convex_iff_HOL_convex	64
GeoTopBase0_geotop_barycenter_in_simplex.p	GeoTopBase0.geotop_barycenter_in_simplex	64
GeoTopBase0_geotop_Sd_simplex_chain_form.p	GeoTopBase0.geotop_Sd_simplex_chain_form	64
GeoTopBase0_geotop_Sd_simplex_V_in_K_top.p	GeoTopBase0.geotop_Sd_simplex_V_in_K_top	64
GeoTopBase0_geotop_K_carrier_chain_combo.p	GeoTopBase0.geotop_K_carrier_chain_combo	64
GeoTopBase_top1_homeomorphism_on_imp_bij.p	GeoTopBase.top1_homeomorphism_on_imp_bij	64
GeoTopBase_geotop_singleton_is_face_self.p	GeoTopBase.geotop_singleton_is_face_self	64
GeoTopBase_geotop_isomorphic_induces_PLH.p	GeoTopBase.geotop_isomorphic_induces_PLH	64
GeoTopBase_geotop_is_n_cell_imp_homeo_ex.p	GeoTopBase.geotop_is_n_cell_imp_homeo_ex	64
GeoTopBase_geotop_is_complex_face_closed.p	GeoTopBase.geotop_is_complex_face_closed	64
GeoTopBase_geotop_convex_hull_contains_V.p	GeoTopBase.geotop_convex_hull_contains_V	64
GeoTopBase_geotop_complex_subdivide_edge.p	GeoTopBase.geotop_complex_subdivide_edge	64
GeoTopBase_geotop_arc_first_intersection.p	GeoTopBase.geotop_arc_first_intersection	64
GeoTop_closed_segment_radial_tail_subset.p	GeoTop.closed_segment_radial_tail_subset	64
GeoTop_Prefix_pathfinish_circle_path_R2.p	GeoTop_Prefix.pathfinish_circle_path_R2	64
GeoTop_Prefix_path_image_circle_path_R2.p	GeoTop_Prefix.path_image_circle_path_R2	64
GeoTop_Prefix_pair_of_arcs_intersection.p	GeoTop_Prefix.pair_of_arcs_intersection	64
GeoTopBase0_geotop_simplex_faces_finite.p	GeoTopBase0.geotop_simplex_faces_finite	64
GeoTopBase0_geotop_radial_decomp_unique.p	GeoTopBase0.geotop_radial_decomp_unique	64
GeoTopBase0_geotop_overlay_cells_finite.p	GeoTopBase0.geotop_overlay_cells_finite	64
GeoTopBase0_geotop_order_complex_finite.p	GeoTopBase0.geotop_order_complex_finite	64
GeoTopBase0_geotop_open_star_complement.p	GeoTopBase0.geotop_open_star_complement	64
GeoTopBase0_geotop_is_subdivision_trans.p	GeoTopBase0.geotop_is_subdivision_trans	64
GeoTopBase0_geotop_conv_hull_pair_bound.p	GeoTopBase0.geotop_conv_hull_pair_bound	64
GeoTopBase0_geotop_cell_face_imp_subset.p	GeoTopBase0.geotop_cell_face_imp_subset	64
GeoTopBase0_geotop_cell_complex_carrier.p	GeoTopBase0.geotop_cell_complex_carrier	64
GeoTopBase0_geotop_barycenter_singleton.p	GeoTopBase0.geotop_barycenter_singleton	64
GeoTopBase0_geotop_K_carrier_barycenter.p	GeoTopBase0.geotop_K_carrier_barycenter	64
GeoTopBase_geotop_transport_subdivision.p	GeoTopBase.geotop_transport_subdivision	64
GeoTopBase_geotop_subdivide_edge_locfin.p	GeoTopBase.geotop_subdivide_edge_locfin	64
GeoTopBase_geotop_convex_hull_is_convex.p	GeoTopBase.geotop_convex_hull_is_convex	64
GeoTopBase_geotop_closed_segment_is_arc.p	GeoTopBase.geotop_closed_segment_is_arc	64
GeoTopBase_geotop_broken_line_vertex_at.p	GeoTopBase.geotop_broken_line_vertex_at	64
GeoTopBase_geotop_bary_coords_unique_AI.p	GeoTopBase.geotop_bary_coords_unique_AI	64
GeoTop_same_component_homeomorphism_iff.p	GeoTop.same_component_homeomorphism_iff	64
GeoTop_closed_segment_in_lines_aff_hull.p	GeoTop.closed_segment_in_lines_aff_hull	64
GeoTop_Prefix_polygon_interior_bounded.p	GeoTop_Prefix.polygon_interior_bounded	64
GeoTop_Prefix_polygon_complex_dim_le_1.p	GeoTop_Prefix.polygon_complex_dim_le_1	64
GeoTop_Prefix_pathstart_circle_path_R2.p	GeoTop_Prefix.pathstart_circle_path_R2	64
GeoTop_Prefix_continuous_on_pair_to_R2.p	GeoTop_Prefix.continuous_on_pair_to_R2	64
GeoTop_Prefix_continuous_on_R2_to_pair.p	GeoTop_Prefix.continuous_on_R2_to_pair	64
GeoTopBase0_geotop_overlay_cells_union.p	GeoTopBase0.geotop_overlay_cells_union	64
GeoTopBase0_geotop_is_subdivision_refl.p	GeoTopBase0.geotop_is_subdivision_refl	64
GeoTopBase0_geotop_in_T_chain_to_alpha.p	GeoTopBase0.geotop_in_T_chain_to_alpha	64
GeoTopBase0_geotop_classical_Sd_exists.p	GeoTopBase0.geotop_classical_Sd_exists	64
GeoTopBase0_geotop_chain_vertex_subset.p	GeoTopBase0.geotop_chain_vertex_subset	64
GeoTopBase_top1_is_path_on_of_HOL_path.p	GeoTopBase.top1_is_path_on_of_HOL_path	64
GeoTopBase_subspace_topology_UNIV_UNIV.p	GeoTopBase.subspace_topology_UNIV_UNIV	64
GeoTopBase_geotop_singleton_is_simplex.p	GeoTopBase.geotop_singleton_is_simplex	64
GeoTopBase_geotop_self_in_component_at.p	GeoTopBase.geotop_self_in_component_at	64
GeoTopBase_geotop_complex_subdivide_at.p	GeoTopBase.geotop_complex_subdivide_at	64
GeoTop_Prefix_polygon_interior_unique.p	GeoTop_Prefix.polygon_interior_unique	64
GeoTop_Prefix_polygon_exterior_unique.p	GeoTop_Prefix.polygon_exterior_unique	64
GeoTop_Prefix_polygon_components_card.p	GeoTop_Prefix.polygon_components_card	64
GeoTop_Prefix_pair_of_arcs_polyhedron.p	GeoTop_Prefix.pair_of_arcs_polyhedron	64
GeoTop_Prefix_pair_of_arcs_is_polygon.p	GeoTop_Prefix.pair_of_arcs_is_polygon	64
GeoTop_Prefix_broken_line_make_vertex.p	GeoTop_Prefix.broken_line_make_vertex	64
GeoTop_Prefix_arc_endpoints_imp_param.p	GeoTop_Prefix.arc_endpoints_imp_param	64
GeoTop_Prefix_R2_to_C_image_connected.p	GeoTop_Prefix.R2_to_C_image_connected	64
GeoTopBase0_geotop_vertex_stars_cover.p	GeoTopBase0.geotop_vertex_stars_cover	64
GeoTopBase0_geotop_simplex_obtain_HOL.p	GeoTopBase0.geotop_simplex_obtain_HOL	64
GeoTopBase0_geotop_simplex_dim_unique.p	GeoTopBase0.geotop_simplex_dim_unique	64
GeoTopBase0_geotop_flags_chain_subset.p	GeoTopBase0.geotop_flags_chain_subset	64
GeoTopBase0_geotop_flags_chain_strict.p	GeoTopBase0.geotop_flags_chain_strict	64
GeoTopBase0_geotop_convex_hull_eq_HOL.p	GeoTopBase0.geotop_convex_hull_eq_HOL	64
GeoTopBase0_geotop_conv_hull_pt_bound.p	GeoTopBase0.geotop_conv_hull_pt_bound	64
GeoTopBase0_geotop_closed_star_closed.p	GeoTopBase0.geotop_closed_star_closed	64
GeoTopBase0_geotop_cell_face_imp_cell.p	GeoTopBase0.geotop_cell_face_imp_cell	64
GeoTopBase_top1_homeomorphism_on_comp.p	GeoTopBase.top1_homeomorphism_on_comp	64
GeoTopBase_straight_line_path_in_face.p	GeoTopBase.straight_line_path_in_face	64
GeoTopBase_homeomorphism_UNIV_imp_bij.p	GeoTopBase.homeomorphism_UNIV_imp_bij	64
GeoTopBase_geotop_simplicial_on_eq_on.p	GeoTopBase.geotop_simplicial_on_eq_on	64
GeoTopBase_geotop_is_simplex_nonempty.p	GeoTopBase.geotop_is_simplex_nonempty	64
GeoTopBase_geotop_in_span_b_via_perp2.p	GeoTopBase.geotop_in_span_b_via_perp2	64
GeoTopBase_geotop_broken_line_compact.p	GeoTopBase.geotop_broken_line_compact	64
GeoTopBase_geotop_ball_avoids_simplex.p	GeoTopBase.geotop_ball_avoids_simplex	64
GeoTop_Prefix_bounded_linear_R2_to_C.p	GeoTop_Prefix.bounded_linear_R2_to_C	64
GeoTop_Prefix_bounded_linear_C_to_R2.p	GeoTop_Prefix.bounded_linear_C_to_R2	64
GeoTop_Prefix_arc_interior_connected.p	GeoTop_Prefix.arc_interior_connected	64
GeoTop_Prefix_R2_to_C_image_frontier.p	GeoTop_Prefix.R2_to_C_image_frontier	64
GeoTop_Prefix_C_to_R2_image_frontier.p	GeoTop_Prefix.C_to_R2_image_frontier	64
GeoTopBase0_geotop_simplex_is_convex.p	GeoTopBase0.geotop_simplex_is_convex	64
GeoTopBase0_geotop_chain_support_max.p	GeoTopBase0.geotop_chain_support_max	64
GeoTopBase0_geotop_cell_intersection.p	GeoTopBase0.geotop_cell_intersection	64
GeoTopBase0_geotop_cell_flags_finite.p	GeoTopBase0.geotop_cell_flags_finite	64
GeoTopBase0_geotop_cell_flags_filter.p	GeoTopBase0.geotop_cell_flags_filter	64
GeoTopBase0_geotop_cell_finite_faces.p	GeoTopBase0.geotop_cell_finite_faces	64
GeoTopBase0_geotop_bK_elt_subset_top.p	GeoTopBase0.geotop_bK_elt_subset_top	64
GeoTopBase0_geotop_Sd_mesh_shrinkage.p	GeoTopBase0.geotop_Sd_mesh_shrinkage	64
GeoTopBase0_geotop_Sd_is_subdivision.p	GeoTopBase0.geotop_Sd_is_subdivision	64
GeoTopBase0_geotop_Sd_is_barycentric.p	GeoTopBase0.geotop_Sd_is_barycentric	64
GeoTopBase_top1_homeomorphism_on_sym.p	GeoTopBase.top1_homeomorphism_on_sym	64
GeoTopBase_geotop_simplex_dim_closed.p	GeoTopBase.geotop_simplex_dim_closed	64
GeoTopBase_geotop_is_simplex_compact.p	GeoTopBase.geotop_is_simplex_compact	64
GeoTopBase_geotop_is_complex_simplex.p	GeoTopBase.geotop_is_complex_simplex	64
GeoTopBase_geotop_is_arc_imp_HOL_arc.p	GeoTopBase.geotop_is_arc_imp_HOL_arc	64
GeoTopBase_geotop_broken_line_subarc.p	GeoTopBase.geotop_broken_line_subarc	64
GeoTopBase_geotop_broken_line_concat.p	GeoTopBase.geotop_broken_line_concat	64
GeoTopBase_geotop_broken_line_closed.p	GeoTopBase.geotop_broken_line_closed	64
GeoTopBase_geotop_1dim_simplex_cases.p	GeoTopBase.geotop_1dim_simplex_cases	64
GeoTopBase_arc_endpoints_imp_arc_HOL.p	GeoTopBase.arc_endpoints_imp_arc_HOL	64
GeoTop_polytope_aff_dim_1_is_segment.p	GeoTop.polytope_aff_dim_1_is_segment	64
GeoTop_geotop_base_face_of_edge_cone.p	GeoTop.geotop_base_face_of_edge_cone	64
GeoTop_Prefix_polygon_components_eq.p	GeoTop_Prefix.polygon_components_eq	64
GeoTop_Prefix_pair_to_R2_R2_to_pair.p	GeoTop_Prefix.pair_to_R2_R2_to_pair	64
GeoTop_Prefix_continuous_on_R2_to_C.p	GeoTop_Prefix.continuous_on_R2_to_C	64
GeoTop_Prefix_continuous_on_C_to_R2.p	GeoTop_Prefix.continuous_on_C_to_R2	64
GeoTop_Prefix_arc_interior_nonempty.p	GeoTop_Prefix.arc_interior_nonempty	64
GeoTop_Prefix_R2_to_pair_pair_to_R2.p	GeoTop_Prefix.R2_to_pair_pair_to_R2	64
GeoTop_Prefix_R2_to_C_image_closure.p	GeoTop_Prefix.R2_to_C_image_closure	64
GeoTop_Prefix_R2_to_C_image_bounded.p	GeoTop_Prefix.R2_to_C_image_bounded	64
GeoTop_Prefix_R2_to_C_continuous_at.p	GeoTop_Prefix.R2_to_C_continuous_at	64
GeoTop_Prefix_C_to_R2_image_closure.p	GeoTop_Prefix.C_to_R2_image_closure	64
GeoTop_Prefix_C_to_R2_continuous_at.p	GeoTop_Prefix.C_to_R2_continuous_at	64
GeoTopBase0_geotop_simplex_nonempty.p	GeoTopBase0.geotop_simplex_nonempty	64
GeoTopBase0_geotop_simplex_imp_cell.p	GeoTopBase0.geotop_simplex_imp_cell	64
GeoTopBase0_geotop_polyhedron_image.p	GeoTopBase0.geotop_polyhedron_image	64
GeoTopBase0_geotop_open_star_subset.p	GeoTopBase0.geotop_open_star_subset	64
GeoTopBase0_geotop_mesh_norm_nonneg.p	GeoTopBase0.geotop_mesh_norm_nonneg	64
GeoTopBase0_geotop_iterated_Sd_zero.p	GeoTopBase0.geotop_iterated_Sd_zero	64
GeoTopBase0_geotop_iterated_Sd_mono.p	GeoTopBase0.geotop_iterated_Sd_mono	64
GeoTopBase0_geotop_diameter_le_mesh.p	GeoTopBase0.geotop_diameter_le_mesh	64
GeoTopBase0_geotop_barycenter_eq_uV.p	GeoTopBase0.geotop_barycenter_eq_uV	64
GeoTopBase0_geotop_K_carrier_vertex.p	GeoTopBase0.geotop_K_carrier_vertex	64
GeoTopBase_top1_homeomorphism_on_id.p	GeoTopBase.top1_homeomorphism_on_id	64
GeoTopBase_geotop_subarc_polyhedron.p	GeoTopBase.geotop_subarc_polyhedron	64
GeoTopBase_geotop_simplex_is_n_cell.p	GeoTopBase.geotop_simplex_is_n_cell	64
GeoTopBase_geotop_simplex_is_convex.p	GeoTopBase.geotop_simplex_is_convex	64
GeoTopBase_geotop_is_simplex_closed.p	GeoTopBase.geotop_is_simplex_closed	64
GeoTopBase_geotop_is_face_of_subset.p	GeoTopBase.geotop_is_face_of_subset	64
GeoTopBase_closed_Un_empty_interior.p	GeoTopBase.closed_Un_empty_interior	64
GeoTop_Prefix_circle_path_R2_via_C.p	GeoTop_Prefix.circle_path_R2_via_C	64
GeoTop_Prefix_R2_to_S2_inj_on_UNIV.p	GeoTop_Prefix.R2_to_S2_inj_on_UNIV	64
GeoTopBase0_geotop_simplex_compact.p	GeoTopBase0.geotop_simplex_compact	64
GeoTopBase0_geotop_flags_last_in_K.p	GeoTopBase0.geotop_flags_last_in_K	64
GeoTopBase0_geotop_cell_flags_init.p	GeoTopBase0.geotop_cell_flags_init	64
GeoTopBase0_geotop_cell_face_trans.p	GeoTopBase0.geotop_cell_face_trans	64
GeoTopBase_geotop_simplex_nonempty.p	GeoTopBase.geotop_simplex_nonempty	64
GeoTopBase_geotop_line_normal_form.p	GeoTopBase.geotop_line_normal_form	64
GeoTopBase_geotop_isomorphic_trans.p	GeoTopBase.geotop_isomorphic_trans	64
GeoTopBase_frontier_image_explicit.p	GeoTopBase.frontier_image_explicit	64
GeoTop_wpt_not_in_aff_hull_segment.p	GeoTop.wpt_not_in_aff_hull_segment	64
GeoTop_Prefix_theta_graph_bounded.p	GeoTop_Prefix.theta_graph_bounded	64
GeoTop_Prefix_path_circle_path_R2.p	GeoTop_Prefix.path_circle_path_R2	64
GeoTop_Prefix_loop_circle_path_R2.p	GeoTop_Prefix.loop_circle_path_R2	64
GeoTop_Prefix_broken_line_bounded.p	GeoTop_Prefix.broken_line_bounded	64
GeoTop_Prefix_R2_to_C_simple_path.p	GeoTop_Prefix.R2_to_C_simple_path	64
GeoTop_Prefix_R2_to_C_image_compl.p	GeoTop_Prefix.R2_to_C_image_compl	64
GeoTopBase0_geotop_simplex_closed.p	GeoTopBase0.geotop_simplex_closed	64
GeoTopBase0_geotop_linear_on_face.p	GeoTopBase0.geotop_linear_on_face	64
GeoTopBase0_geotop_cell_face_refl.p	GeoTopBase0.geotop_cell_face_refl	64
GeoTopBase0_geotop_carrier_unique.p	GeoTopBase0.geotop_carrier_unique	64
