file	theorem	facts
AlgTop_JCT_Base_S2_locally_path_connected.p	AlgTop_JCT_Base.S2_locally_path_connected	64
AlgTop_JCT_Base_R2_locally_path_connected.p	AlgTop_JCT_Base.R2_locally_path_connected	64
AlgTopSvK_S1_minus_point_simply_connected.p	AlgTopSvK.S1_minus_point_simply_connected	64
AlgTopGroups_theta_space_vertex_exclusion.p	AlgTopGroups.theta_space_vertex_exclusion	64
AlgTopChain_polygonal_region_convex_combo.p	AlgTopChain.polygonal_region_convex_combo	64
AlgTopChain_free_group_universal_property.p	AlgTopChain.free_group_universal_property	64
AlgTopChain_free_group_hom_generators_iso.p	AlgTopChain.free_group_hom_generators_iso	64
AlgTopCached8_abelianization_transfer_iso.p	AlgTopCached8.abelianization_transfer_iso	64
AlgTopCached7_foldr_uniform_is_path_power.p	AlgTopCached7.foldr_uniform_is_path_power	64
AlgTopCached4_homeomorphism_restrict_open.p	AlgTopCached4.homeomorphism_restrict_open	64
AlgTopCached_subgroup_generated_word_repr.p	AlgTopCached.subgroup_generated_word_repr	64
AlgTopCached_standard_S1_loop_generates_Z.p	AlgTopCached.standard_S1_loop_generates_Z	64
AlgTopCached_open_in_sub_imp_open_general.p	AlgTopCached.open_in_sub_imp_open_general	64
AlgTopCached_hom_from_Z_image_in_subgroup.p	AlgTopCached.hom_from_Z_image_in_subgroup	64
AlgTopCached_fundamental_group_invg_class.p	AlgTopCached.fundamental_group_invg_class	64
AlgTopCached_affine_map_continuous_I_to_I.p	AlgTopCached.affine_map_continuous_I_to_I	64
AlgTop0_path_in_subspace_is_path_in_space.p	AlgTop0.path_in_subspace_is_path_in_space	64
AlgTop0_Theorem_63_5_two_closed_connected.p	AlgTop0.Theorem_63_5_two_closed_connected	64
AlgIsoFixedBase_subset_from_eq_and_subset.p	AlgIsoFixedBase.subset_from_eq_and_subset	64
AlgIsoFixedBase_Theorem_63_1_b_generation.p	AlgIsoFixedBase.Theorem_63_1_b_generation	64
AlgIsoFixed_SCC_decompose_at_given_points.p	AlgIsoFixed.SCC_decompose_at_given_points	64
AlgIsoFixed_Munkres_Step_4_move_punctures.p	AlgIsoFixed.Munkres_Step_4_move_punctures	64
AlgTop_JCT_Base0_inclusion_induced_class.p	AlgTop_JCT_Base0.inclusion_induced_class	64
AlgTop_JCT_Base0_Theorem_57_3_BorsukUlam.p	AlgTop_JCT_Base0.Theorem_57_3_BorsukUlam	64
AlgTop_JCT_Base_singleton_not_open_in_S2.p	AlgTop_JCT_Base.singleton_not_open_in_S2	64
AlgTop_JCT_Base_map_into_R2_nulhomotopic.p	AlgTop_JCT_Base.map_into_R2_nulhomotopic	64
AlgTop_JCT_Base_connected_open_delete_S2.p	AlgTop_JCT_Base.connected_open_delete_S2	64
AlgTop_JCT_Base_connected_open_delete_R2.p	AlgTop_JCT_Base.connected_open_delete_R2	64
AlgTopWedgeHelpers_Theorem_58_3_explicit.p	AlgTopWedgeHelpers.Theorem_58_3_explicit	64
AlgTopHelpers_exterior_ball_connected_R2.p	AlgTopHelpers.exterior_ball_connected_R2	64
AlgTopGroups_subgroup_generated_word_rep.p	AlgTopGroups.subgroup_generated_word_rep	64
AlgTopGroups_abelian_foldr_perm_distinct.p	AlgTopGroups.abelian_foldr_perm_distinct	64
AlgTopGroups_abelian_foldr_mul_filter_eq.p	AlgTopGroups.abelian_foldr_mul_filter_eq	64
AlgTopGroups_Theorem_64_2_K33_not_planar.p	AlgTopGroups.Theorem_64_2_K33_not_planar	64
AlgTopChain_loop_on_superspace_via_homeo.p	AlgTopChain.loop_on_superspace_via_homeo	64
AlgTopCached8_abelian_commutator_trivial.p	AlgTopCached8.abelian_commutator_trivial	64
AlgTopCached7_subgraph_coherent_topology.p	AlgTopCached7.subgraph_coherent_topology	64
AlgTopCached7_graph_pi1_free_weak_finite.p	AlgTopCached7.graph_pi1_free_weak_finite	64
AlgTopCached4_evenly_covered_open_subset.p	AlgTopCached4.evenly_covered_open_subset	64
AlgTopCached4_deck_transformations_group.p	AlgTopCached4.deck_transformations_group	64
AlgTopCached4_covering_induced_injective.p	AlgTopCached4.covering_induced_injective	64
AlgTopCached4_basepoint_change_image_hom.p	AlgTopCached4.basepoint_change_image_hom	64
AlgTopCached_subgroup_generated_contains.p	AlgTopCached.subgroup_generated_contains	64
AlgTopCached_quotient_group_iso_transfer.p	AlgTopCached.quotient_group_iso_transfer	64
AlgTopCached_line_path_in_punctured_disk.p	AlgTopCached.line_path_in_punctured_disk	64
AlgTopCached_groups_isomorphic_trans_fwd.p	AlgTopCached.groups_isomorphic_trans_fwd	64
AlgTop0_Theorem_63_1_c_subgroups_trivial.p	AlgTop0.Theorem_63_1_c_subgroups_trivial	64
AlgIsoFixedBase_component_eq_from_subset.p	AlgIsoFixedBase.component_eq_from_subset	64
AlgIsoFixed_arc_endpoint_not_interior_S2.p	AlgIsoFixed.arc_endpoint_not_interior_S2	64
K5_nonplanar_Theorem_64_4_K5_not_planar.p	K5_nonplanar.Theorem_64_4_K5_not_planar	64
AlgTop_JCT_Base_top1_mult_continuous_R2.p	AlgTop_JCT_Base.top1_mult_continuous_R2	64
AlgTop_JCT_Base_stereographic_inv_in_S2.p	AlgTop_JCT_Base.stereographic_inv_in_S2	64
AlgTop_JCT_Base_loop_factors_through_S1.p	AlgTop_JCT_Base.loop_factors_through_S1	64
AlgTop_JCT_Base_S2_minus_point_homeo_R2.p	AlgTop_JCT_Base.S2_minus_point_homeo_R2	64
AlgTop_JCT_Base_S1_not_simply_connected.p	AlgTop_JCT_Base.S1_not_simply_connected	64
AlgTopWedgeHelpers_map_map_pair_compose.p	AlgTopWedgeHelpers.map_map_pair_compose	64
AlgTopWedgeHelpers_convex_hull_cone_sup.p	AlgTopWedgeHelpers.convex_hull_cone_sup	64
AlgTopWedgeHelpers_convex_hull_cone_sub.p	AlgTopWedgeHelpers.convex_hull_cone_sub	64
AlgTopSvK_S1_minus_point_path_connected.p	AlgTopSvK.S1_minus_point_path_connected	64
AlgTopHelpers_right_top_strip_connected.p	AlgTopHelpers.right_top_strip_connected	64
AlgTopGroups_word_cancel_preserves_eval.p	AlgTopGroups.word_cancel_preserves_eval	64
AlgTopGroups_no_matching_pair_word_ne_e.p	AlgTopGroups.no_matching_pair_word_ne_e	64
AlgTopCached8_surj_hom_image_commutator.p	AlgTopCached8.surj_hom_image_commutator	64
AlgTopCached4_general_lifting_criterion.p	AlgTopCached4.general_lifting_criterion	64
AlgTopCached4_covering_lift_unique_path.p	AlgTopCached4.covering_lift_unique_path	64
AlgTopCached3_Lemma_84_2_tree_union_arc.p	AlgTopCached3.Lemma_84_2_tree_union_arc	64
AlgTopCached_subgroup_generated_minimal.p	AlgTopCached.subgroup_generated_minimal	64
AlgTopCached_quotient_of_scheme_extract.p	AlgTopCached.quotient_of_scheme_extract	64
AlgTopCached_open_disk_simply_connected.p	AlgTopCached.open_disk_simply_connected	64
AlgTopCached_nulhomotopic_via_convex_R2.p	AlgTopCached.nulhomotopic_via_convex_R2	64
AlgTopCached_basepoint_change_cong_on_I.p	AlgTopCached.basepoint_change_cong_on_I	64
AlgTopCached_arc_endpoints_are_boundary.p	AlgTopCached.arc_endpoints_are_boundary	64
AlgTopCached_Z_is_free_on_one_generator.p	AlgTopCached.Z_is_free_on_one_generator	64
AlgIsoFixedBase_element_of_three_subset.p	AlgIsoFixedBase.element_of_three_subset	64
AlgIsoFixed_Lemma_65_1_exists_basepoint.p	AlgIsoFixed.Lemma_65_1_exists_basepoint	64
AlgTop_JCT_Base0_squaring_map_covering.p	AlgTop_JCT_Base0.squaring_map_covering	64
AlgTop_JCT_Base_subspace_topology_memI.p	AlgTop_JCT_Base.subspace_topology_memI	64
AlgTop_JCT_Base_stereographic_proj_inv.p	AlgTop_JCT_Base.stereographic_proj_inv	64
AlgTop_JCT_Base_stereographic_inv_proj.p	AlgTop_JCT_Base.stereographic_inv_proj	64
AlgTop_JCT_Base_Sn_interpolation_in_Sn.p	AlgTop_JCT_Base.Sn_interpolation_in_Sn	64
AlgTop_JCT_Base_Lemma_61_2_nulhomotopy.p	AlgTop_JCT_Base.Lemma_61_2_nulhomotopy	64
AlgTopWedgeHelpers_convex_hull_compact.p	AlgTopWedgeHelpers.convex_hull_compact	64
AlgTopGroups_quotient_double_by_kernel.p	AlgTopGroups.quotient_double_by_kernel	64
AlgTopGroups_abelian_word_product_swap.p	AlgTopGroups.abelian_word_product_swap	64
AlgTopGroups_abelian_foldr_two_element.p	AlgTopGroups.abelian_foldr_two_element	64
AlgTopGroups_abelian_foldr_replace_one.p	AlgTopGroups.abelian_foldr_replace_one	64
AlgTopGroups_abelian_foldr_remdups_pow.p	AlgTopGroups.abelian_foldr_remdups_pow	64
AlgTopGroups_abelian_foldr_mul_extract.p	AlgTopGroups.abelian_foldr_mul_extract	64
AlgTopCached8_word_product_foldr_class.p	AlgTopCached8.word_product_foldr_class	64
AlgTopCached8_trivial_kernel_injective.p	AlgTopCached8.trivial_kernel_injective	64
AlgTopCached8_torus_relator_commutator.p	AlgTopCached8.torus_relator_commutator	64
AlgTopCached8_hom_image_commutator_sub.p	AlgTopCached8.hom_image_commutator_sub	64
AlgTopCached7_word_product_foldr_class.p	AlgTopCached7.word_product_foldr_class	64
AlgTopCached7_graph_one_edge_pi1_iso_Z.p	AlgTopCached7.graph_one_edge_pi1_iso_Z	64
AlgTopCached2_projective_scheme_length.p	AlgTopCached2.projective_scheme_length	64
AlgTopCached_subgroup_generated_subset.p	AlgTopCached.subgroup_generated_subset	64
AlgTopCached_product_groups_isomorphic.p	AlgTopCached.product_groups_isomorphic	64
AlgTopCached_kernel_is_normal_subgroup.p	AlgTopCached.kernel_is_normal_subgroup	64
AlgTopCached_homeomorphism_on_restrict.p	AlgTopCached.homeomorphism_on_restrict	64
AlgTopCached_free_product_reduced_repr.p	AlgTopCached.free_product_reduced_repr	64
AlgTopCached_first_isomorphism_theorem.p	AlgTopCached.first_isomorphism_theorem	64
AlgTopCached_arcs_concatenation_is_arc.p	AlgTopCached.arcs_concatenation_is_arc	64
AlgTop0_three_components_contradiction.p	AlgTop0.three_components_contradiction	64
AlgTop0_Theorem_63_2_arc_no_separation.p	AlgTop0.Theorem_63_2_arc_no_separation	64
AlgIsoFixedBase_subset_disjoint_helper.p	AlgIsoFixedBase.subset_disjoint_helper	64
AlgIsoFixedBase_K4_generator_loop_in_C.p	AlgIsoFixedBase.K4_generator_loop_in_C	64
AlgIsoFixedBase_K4_final_contradiction.p	AlgIsoFixedBase.K4_final_contradiction	64
AlgIsoFixed_scc_interior_contradiction.p	AlgIsoFixed.scc_interior_contradiction	64
PolygonDisk_cyclic_strict_sign_change.p	PolygonDisk.cyclic_strict_sign_change	64
PolygonDisk_cross2_linear_right_scale.p	PolygonDisk.cross2_linear_right_scale	64
AlgTop_JCT_Base_nulhomotopic_transfer.p	AlgTop_JCT_Base.nulhomotopic_transfer	64
AlgTop_JCT_Base_homeomorphism_inverse.p	AlgTop_JCT_Base.homeomorphism_inverse	64
AlgTop_JCT_Base_Sn_interpolation_at_1.p	AlgTop_JCT_Base.Sn_interpolation_at_1	64
AlgTop_JCT_Base_R2_straight_line_path.p	AlgTop_JCT_Base.R2_straight_line_path	64
AlgTopGroups_mapped_word_fst_flip_rev.p	AlgTopGroups.mapped_word_fst_flip_rev	64
AlgTopGroups_free_abelian_word_kernel.p	AlgTopGroups.free_abelian_word_kernel	64
AlgTopGroups_canonical_product_two_eq.p	AlgTopGroups.canonical_product_two_eq	64
AlgTopGroups_abelian_mul_left_commute.p	AlgTopGroups.abelian_mul_left_commute	64
AlgTopGroups_Theorem_67_8_rank_unique.p	AlgTopGroups.Theorem_67_8_rank_unique	64
AlgTopChain_scheme_quotient_hausdorff.p	AlgTopChain.scheme_quotient_hausdorff	64
AlgTopChain_cyclic_strict_sign_change.p	AlgTopChain.cyclic_strict_sign_change	64
AlgTopChain_cross2_linear_right_scale.p	AlgTopChain.cross2_linear_right_scale	64
AlgTopCached8_centralizer_is_subgroup.p	AlgTopCached8.centralizer_is_subgroup	64
AlgTopCached8_Theorem_75_3_H1_n_torus.p	AlgTopCached8.Theorem_75_3_H1_n_torus	64
AlgTopCached7_map_const_upt_replicate.p	AlgTopCached7.map_const_upt_replicate	64
AlgTopCached7_free_group_iso_transfer.p	AlgTopCached7.free_group_iso_transfer	64
AlgTopCached7_cancel_pair_not_reduced.p	AlgTopCached7.cancel_pair_not_reduced	64
AlgTopCached4_covering_map_surjective.p	AlgTopCached4.covering_map_surjective	64
AlgTopCached3_compact_discrete_finite.p	AlgTopCached3.compact_discrete_finite	64
AlgTopCached_top1_Zn_is_abelian_group.p	AlgTopCached.top1_Zn_is_abelian_group	64
AlgTopCached_tagged_word_reduce_pairs.p	AlgTopCached.tagged_word_reduce_pairs	64
AlgTopCached_standard_S1_loop_is_loop.p	AlgTopCached.standard_S1_loop_is_loop	64
AlgTopCached_preimage_normal_subgroup.p	AlgTopCached.preimage_normal_subgroup	64
AlgTopCached_open_disk_path_connected.p	AlgTopCached.open_disk_path_connected	64
AlgTopCached_arc_split_at_given_point.p	AlgTopCached.arc_split_at_given_point	64
AlgTopCached_affine_param_in_interval_1.p	AlgTopCached.affine_param_in_interval_1	64
AlgTopCached_affine_param_in_interval_2.p	AlgTopCached.affine_param_in_interval_2	64
AlgTopCached_S1_pi1_iso_B2_minus_zero.p	AlgTopCached.S1_pi1_iso_B2_minus_zero	64
AlgTopCached_Corollary_60_2_torus_pi1.p	AlgTopCached.Corollary_60_2_torus_pi1	64
AlgIsoFixedBase_inclusion_sends_class.p	AlgIsoFixedBase.inclusion_sends_class	64
AlgIsoFixedBase_disjoint_subset_right.p	AlgIsoFixedBase.disjoint_subset_right	64
AlgIsoFixed_scc_minus_point_connected.p	AlgIsoFixed.scc_minus_point_connected	64
AlgIsoFixed_Munkres_Step_1_arc_splice.p	AlgIsoFixed.Munkres_Step_1_arc_splice	64
PolygonDisk_polygonal_region_compact.p	PolygonDisk.polygonal_region_compact	64
PolygonDisk_cross2_linear_left_scale.p	PolygonDisk.cross2_linear_left_scale	64
PolygonDisk_cross2_centroid_sum_zero.p	PolygonDisk.cross2_centroid_sum_zero	64
AlgTop_JCT_Base0_Theorem_58_7_strict.p	AlgTop_JCT_Base0.Theorem_58_7_strict	64
AlgTop_JCT_Base_translation_homeo_R2.p	AlgTop_JCT_Base.translation_homeo_R2	64
AlgTop_JCT_Base_top1_S2_is_hausdorff.p	AlgTop_JCT_Base.top1_S2_is_hausdorff	64
AlgTop_JCT_Base_top1_S1_is_hausdorff.p	AlgTop_JCT_Base.top1_S1_is_hausdorff	64
AlgTop_JCT_Base_top1_R3_is_hausdorff.p	AlgTop_JCT_Base.top1_R3_is_hausdorff	64
AlgTop_JCT_Base_top1_R2_is_hausdorff.p	AlgTop_JCT_Base.top1_R2_is_hausdorff	64
AlgTop_JCT_Base_path_connected_union.p	AlgTop_JCT_Base.path_connected_union	64
AlgTop_JCT_Base_householder_S2_homeo.p	AlgTop_JCT_Base.householder_S2_homeo	64
AlgTop_JCT_Base_Theorem_60_1_product.p	AlgTop_JCT_Base.Theorem_60_1_product	64
AlgTopSvK_hausdorff_singleton_closed.p	AlgTopSvK.hausdorff_singleton_closed	64
AlgTopChain_polygonal_region_compact.p	AlgTopChain.polygonal_region_compact	64
AlgTopChain_cross2_linear_left_scale.p	AlgTopChain.cross2_linear_left_scale	64
AlgTopChain_cross2_centroid_sum_zero.p	AlgTopChain.cross2_centroid_sum_zero	64
AlgTopChain_commutator_zero_exponent.p	AlgTopChain.commutator_zero_exponent	64
AlgTopCached8_dunce_cap_presentation.p	AlgTopCached8.dunce_cap_presentation	64
AlgTopCached8_Theorem_73_4_dunce_cap.p	AlgTopCached8.Theorem_73_4_dunce_cap	64
AlgTopCached5_wedge_circles_pi1_free.p	AlgTopCached5.wedge_circles_pi1_free	64
AlgTopCached4_Theorem_80_3_universal.p	AlgTopCached4.Theorem_80_3_universal	64
AlgTopCached_quotient_group_is_group.p	AlgTopCached.quotient_group_is_group	64
AlgTopCached_path_reverse_involution.p	AlgTopCached.path_reverse_involution	64
AlgTopCached_line_to_hub_avoids_zero.p	AlgTopCached.line_to_hub_avoids_zero	64
AlgTopCached_inclusion_induced_class.p	AlgTopCached.inclusion_induced_class	64
AlgTopCached_abelianization_concrete.p	AlgTopCached.abelianization_concrete	64
AlgTopCached_Theorem_70_1_uniqueness.p	AlgTopCached.Theorem_70_1_uniqueness	64
AlgTop0_infinite_cyclic_common_power.p	AlgTop0.infinite_cyclic_common_power	64
AlgTop0_Theorem_63_1_loop_nontrivial.p	AlgTop0.Theorem_63_1_loop_nontrivial	64
AlgIsoFixedBase_third_element_unique.p	AlgIsoFixedBase.third_element_unique	64
AlgIsoFixed_scc_decomp_arc_endpoints_1.p	AlgIsoFixed.scc_decomp_arc_endpoints_1	64
AlgIsoFixed_scc_decomp_arc_endpoints_2.p	AlgIsoFixed.scc_decomp_arc_endpoints_2	64
PolygonDisk_cross2_linear_right_add.p	PolygonDisk.cross2_linear_right_add	64
AlgTop_JCT_Base0_path_product_split.p	AlgTop_JCT_Base0.path_product_split	64
AlgTop_JCT_Base_topology_inter_open.p	AlgTop_JCT_Base.topology_inter_open	64
AlgTop_JCT_Base_top1_R_is_hausdorff.p	AlgTop_JCT_Base.top1_R_is_hausdorff	64
AlgTop_JCT_Base_S2_compact_standard.p	AlgTop_JCT_Base.S2_compact_standard	64
AlgTop_JCT_Base_R2_simply_connected.p	AlgTop_JCT_Base.R2_simply_connected	64
AlgTopHelpers_four_strips_connected.p	AlgTopHelpers.four_strips_connected	64
AlgTopGroups_remdups_fst_single_pol.p	AlgTopGroups.remdups_fst_single_pol	64
AlgTopGroups_not_reduced_has_cancel.p	AlgTopGroups.not_reduced_has_cancel	64
AlgTopGroups_free_group_word_kernel.p	AlgTopGroups.free_group_word_kernel	64
AlgTopGroups_free_abelian_mod2_card.p	AlgTopGroups.free_abelian_mod2_card	64
AlgTopGroups_abelian_word_net_count.p	AlgTopGroups.abelian_word_net_count	64
AlgTopGroups_abelian_doubles_normal.p	AlgTopGroups.abelian_doubles_normal	64
AlgTopChain_scheme_quotient_CW_data.p	AlgTopChain.scheme_quotient_CW_data	64
AlgTopChain_free_group_exponent_sum.p	AlgTopChain.free_group_exponent_sum	64
AlgTopChain_cross2_linear_right_add.p	AlgTopChain.cross2_linear_right_add	64
AlgTopCached7_hgen_subdivision_only.p	AlgTopCached7.hgen_subdivision_only	64
AlgTopCached3_tree_simply_connected.p	AlgTopCached3.tree_simply_connected	64
AlgTopCached2_projective_scheme_nth.p	AlgTopCached2.projective_scheme_nth	64
AlgTopCached_svk_pieces_in_subgroup.p	AlgTopCached.svk_pieces_in_subgroup	64
AlgTopCached_product_group_is_group.p	AlgTopCached.product_group_is_group	64
AlgTopCached_inclusion_induced_comp.p	AlgTopCached.inclusion_induced_comp	64
AlgTopCached_Lemma_65_1_K4_subgraph.p	AlgTopCached.Lemma_65_1_K4_subgraph	64
AlgTopCached_Lemma_62_2_BorsukLemma.p	AlgTopCached.Lemma_62_2_BorsukLemma	64
AlgTop0_helix_covering_construction.p	AlgTop0.helix_covering_construction	64
PolygonDisk_torus_scheme_all_eq_v0.p	PolygonDisk.torus_scheme_all_eq_v0	64
PolygonDisk_loop_split_at_vertices.p	PolygonDisk.loop_split_at_vertices	64
PolygonDisk_cross2_linear_left_add.p	PolygonDisk.cross2_linear_left_add	64
PolygonDisk_ccw_polygon_half_plane.p	PolygonDisk.ccw_polygon_half_plane	64
AlgTop_JCT_Base_top1_separates_onI.p	AlgTop_JCT_Base.top1_separates_onI	64
AlgTop_JCT_Base_homeomorphism_comp.p	AlgTop_JCT_Base.homeomorphism_comp	64
AlgTopGroups_word_product_in_group.p	AlgTopGroups.word_product_in_group	64
AlgTopGroups_word_product_as_foldr.p	AlgTopGroups.word_product_as_foldr	64
AlgTopGroups_tl_take_drop_map_pair.p	AlgTopGroups.tl_take_drop_map_pair	64
AlgTopGroups_reduced_word_transfer.p	AlgTopGroups.reduced_word_transfer	64
AlgTopGroups_map_pair_fst_flip_rev.p	AlgTopGroups.map_pair_fst_flip_rev	64
AlgTopGroups_free_group_hom_unique.p	AlgTopGroups.free_group_hom_unique	64
AlgTopChain_cross2_linear_left_add.p	AlgTopChain.cross2_linear_left_add	64
AlgTopChain_ccw_polygon_half_plane.p	AlgTopChain.ccw_polygon_half_plane	64
AlgTopCached3_max_conn_comp_covers.p	AlgTopCached3.max_conn_comp_covers	64
AlgTopCached_surj_hom_image_normal.p	AlgTopCached.surj_hom_image_normal	64
AlgTopCached_reparam_path_homotopy.p	AlgTopCached.reparam_path_homotopy	64
AlgTopCached_open_interval_is_open.p	AlgTopCached.open_interval_is_open	64
AlgTopCached_open_disk_topology_eq.p	AlgTopCached.open_disk_topology_eq	64
AlgTopCached_open_disk_is_topology.p	AlgTopCached.open_disk_is_topology	64
AlgTopCached_homeomorphism_on_comp.p	AlgTopCached.homeomorphism_on_comp	64
AlgTopCached_homeomorphism_inverse.p	AlgTopCached.homeomorphism_inverse	64
AlgTopCached_homeomorphism_compose.p	AlgTopCached.homeomorphism_compose	64
AlgTopCached_hom_image_is_subgroup.p	AlgTopCached.hom_image_is_subgroup	64
AlgTopCached_compact_Times_general.p	AlgTopCached.compact_Times_general	64
AlgTopCached_comp_basepoint_change.p	AlgTopCached.comp_basepoint_change	64
AlgTopCached_closed_subset_compact.p	AlgTopCached.closed_subset_compact	64
AlgTopCached_Z_auto_sends_1_to_pm1.p	AlgTopCached.Z_auto_sends_1_to_pm1	64
AlgTopCached_S2_two_component_open_1.p	AlgTopCached.S2_two_component_open_1	64
AlgTopCached_S2_two_component_open_2.p	AlgTopCached.S2_two_component_open_2	64
AlgTop0_flexible_arc_decomposition.p	AlgTop0.flexible_arc_decomposition	64
PolygonDisk_psi_angle_cases_agree.p	PolygonDisk.psi_angle_cases_agree	64
K5_nonplanar_arc_endpoints_subset.p	K5_nonplanar.arc_endpoints_subset	64
AlgTop_JCT_Base0_telescoping_core.p	AlgTop_JCT_Base0.telescoping_core	64
AlgTop_JCT_Base0_Theorem_51_3_aux.p	AlgTop_JCT_Base0.Theorem_51_3_aux	64
AlgTopGroups_word_product_rev_inv.p	AlgTopGroups.word_product_rev_inv	64
AlgTopGroups_normal_closure_least.p	AlgTopGroups.normal_closure_least	64
AlgTopGroups_group_iso_on_compose.p	AlgTopGroups.group_iso_on_compose	64
AlgTopChain_svk_iso_with_tracking.p	AlgTopChain.svk_iso_with_tracking	64
AlgTopChain_svk_free_product_free.p	AlgTopChain.svk_free_product_free	64
AlgTopChain_free_group_hom_exists.p	AlgTopChain.free_group_hom_exists	64
AlgTopCached8_Theorem_71_3_finite.p	AlgTopCached8.Theorem_71_3_finite	64
AlgTopCached7_graph_tree_free_pi1.p	AlgTopCached7.graph_tree_free_pi1	64
AlgTopCached2_dunce_cap_hausdorff.p	AlgTopCached2.dunce_cap_hausdorff	64
AlgTopCached_quotient_induced_hom.p	AlgTopCached.quotient_induced_hom	64
AlgTopCached_commutator_conjugate.p	AlgTopCached.commutator_conjugate	64
AlgTopCached_arc_concat_endpoints.p	AlgTopCached.arc_concat_endpoints	64
AlgTop0_path_homotopic_path_power.p	AlgTop0.path_homotopic_path_power	64
AlgTop0_not_connected_imp_no_path.p	AlgTop0.not_connected_imp_no_path	64
AlgIsoFixedBase_diff_inter_subset.p	AlgIsoFixedBase.diff_inter_subset	64
AlgIsoFixed_Munkres_xaxis_segment.p	AlgIsoFixed.Munkres_xaxis_segment	64
PolygonDisk_loop_split_inductive.p	PolygonDisk.loop_split_inductive	64
AlgTop_JCT_Base0_induced_hom_mul.p	AlgTop_JCT_Base0.induced_hom_mul	64
AlgTop_JCT_Base_stereo_denom_pos.p	AlgTop_JCT_Base.stereo_denom_pos	64
AlgTop_JCT_Base_north_pole_in_S2.p	AlgTop_JCT_Base.north_pole_in_S2	64
AlgTopSvK_closed_complement_open.p	AlgTopSvK.closed_complement_open	64
AlgTopGroups_word_product_append.p	AlgTopGroups.word_product_append	64
AlgTopGroups_map_pair_fst_append.p	AlgTopGroups.map_pair_fst_append	64
AlgTopGroups_hom_group_pow_early.p	AlgTopGroups.hom_group_pow_early	64
AlgTopGroups_hom_foldr_mul_early.p	AlgTopGroups.hom_foldr_mul_early	64
AlgTopGroups_foldr_mul_replicate.p	AlgTopGroups.foldr_mul_replicate	64
AlgTopGroups_filter_eq_replicate.p	AlgTopGroups.filter_eq_replicate	64
AlgTopChain_group_iso_on_inverse.p	AlgTopChain.group_iso_on_inverse	64
AlgTopCached_open_ray_lt_is_open.p	AlgTopCached.open_ray_lt_is_open	64
AlgTopCached_open_ray_gt_is_open.p	AlgTopCached.open_ray_gt_is_open	64
AlgTopCached_normal_coset_mul_eq.p	AlgTopCached.normal_coset_mul_eq	64
AlgTopCached_loop_subdivision_UV.p	AlgTopCached.loop_subdivision_UV	64
AlgTopCached_group_inv_inv_early.p	AlgTopCached.group_inv_inv_early	64
AlgTopCached_group_conjugate_mul.p	AlgTopCached.group_conjugate_mul	64
AlgTopCached_group_conjugate_inv.p	AlgTopCached.group_conjugate_inv	64
AlgTopCached_grid_subdivision_UV.p	AlgTopCached.grid_subdivision_UV	64
AlgTopCached_frontier_closed_sub.p	AlgTopCached.frontier_closed_sub	64
AlgTopCached_arc_split_endpoints_1.p	AlgTopCached.arc_split_endpoints_1	64
AlgTopCached_arc_split_endpoints_2.p	AlgTopCached.arc_split_endpoints_2	64
AlgTop0_Theorem_63_4_JordanCurve.p	AlgTop0.Theorem_63_4_JordanCurve	64
AlgTop_JCT_Base_stereo_denom_ne.p	AlgTop_JCT_Base.stereo_denom_ne	64
AlgTopSvK_circle_path_connected.p	AlgTopSvK.circle_path_connected	64
AlgTopGroups_surj_hom_generated.p	AlgTopGroups.surj_hom_generated	64
AlgTopGroups_remdups_map_inj_on.p	AlgTopGroups.remdups_map_inj_on	64
AlgTopGroups_foldr_mul_in_group.p	AlgTopGroups.foldr_mul_in_group	64
AlgTopCached3_max_conn_comp_sub.p	AlgTopCached3.max_conn_comp_sub	64
AlgTopCached3_max_conn_comp_mem.p	AlgTopCached3.max_conn_comp_mem	64
AlgTopCached_group_right_cancel.p	AlgTopCached.group_right_cancel	64
AlgTopCached_bij_hom_inv_is_hom.p	AlgTopCached.bij_hom_inv_is_hom	59
AlgTop0_top1_path_power_is_path.p	AlgTop0.top1_path_power_is_path	64
AlgTop0_top1_path_power_is_loop.p	AlgTop0.top1_path_power_is_loop	64
AlgIsoFixedBase_K4_cycle_is_SCC.p	AlgIsoFixedBase.K4_cycle_is_SCC	64
PolygonDisk_cyclic_sign_change.p	PolygonDisk.cyclic_sign_change	64
AlgTop_JCT_Base_Corollary_59_2.p	AlgTop_JCT_Base.Corollary_59_2	64
AlgTopGroups_map_pair_fst_flip.p	AlgTopGroups.map_pair_fst_flip	64
AlgTopGroups_group_iso_on_refl.p	AlgTopGroups.group_iso_on_refl	64
AlgTopGroups_group_inv_product.p	AlgTopGroups.group_inv_product	64
AlgTopChain_group_pow_in_group.p	AlgTopChain.group_pow_in_group	64
AlgTopChain_cyclic_sign_change.p	AlgTopChain.cyclic_sign_change	64
AlgTopCached8_torus_scheme_nth_1.p	AlgTopCached8.torus_scheme_nth_1	64
AlgTopCached8_torus_scheme_nth_2.p	AlgTopCached8.torus_scheme_nth_2	64
AlgTopCached8_torus_scheme_nth_3.p	AlgTopCached8.torus_scheme_nth_3	64
AlgTopCached8_torus_scheme_nth_4.p	AlgTopCached8.torus_scheme_nth_4	64
AlgTopCached3_max_conn_comp_ne.p	AlgTopCached3.max_conn_comp_ne	64
